id_inquilino,horario,ritmo,animacion,nivel_educativo,cine,leer ,deporte ,mascotas,comida,dieta,fumador,visitas,orden,musica_tipo,musica_alta,plan_perfecto,instrumento
8688,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,si,si,no,relajada,clasica,no,salir,si
8689,noche,madrugador,si,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8690,noche,nocturno,si,secundaria,no,si,no,sin mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
8691,noche,madrugador,si,secundaria,si,si,si,con mascotas,pedir comida,si,no,si,ordenada,reggaeton,no,salir,no
8692,mañana,madrugador,si,universitaria,no,no,no,con mascotas,cocinar,si,no,no,ordenada,pop,no,casa,no
8693,noche,nocturno,no,universitaria,no,no,no,con mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
8694,mañana,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,si,no,si,ordenada,rock,no,salir,no
8695,mañana,madrugador,no,primaria,si,no,si,sin mascotas,cocinar,no,si,si,ordenada,rock,no,casa,no
8696,mañana,nocturno,si,universitaria,si,no,si,sin mascotas,cocinar,si,no,si,relajada,pop,no,casa,si
8697,noche,nocturno,no,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8698,noche,madrugador,no,universitaria,no,no,si,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,si
8699,mañana,madrugador,si,primaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,rock,si,casa,no
8700,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
8701,noche,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,si,ordenada,pop,si,salir,no
8702,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,si,no,si,ordenada,pop,no,casa,no
8703,noche,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
8704,noche,nocturno,no,universitaria,no,no,si,con mascotas,cocinar,si,si,si,ordenada,pop,si,casa,si
8705,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,no,si,no,relajada,rock,si,casa,no
8706,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
8707,noche,madrugador,no,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8708,mañana,madrugador,si,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
8709,noche,nocturno,si,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,casa,si
8710,mañana,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,rock,no,salir,si
8711,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,ordenada,reggaeton,si,casa,si
8712,noche,nocturno,no,universitaria,si,si,no,con mascotas,cocinar,no,si,si,ordenada,clasica,si,salir,si
8713,mañana,nocturno,no,secundaria,si,si,si,con mascotas,cocinar,si,no,no,ordenada,reggaeton,si,salir,si
8714,noche,nocturno,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,si,casa,no
8715,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,si
8716,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
8717,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,si,no,si,relajada,pop,si,salir,no
8718,mañana,madrugador,no,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
8719,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,relajada,clasica,si,salir,si
8720,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,casa,si
8721,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,si,no,relajada,rock,no,salir,no
8722,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,si,no,si,relajada,rock,no,casa,no
8723,mañana,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,no
8724,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
8725,noche,nocturno,no,primaria,si,si,si,sin mascotas,pedir comida,no,no,si,relajada,clasica,si,salir,si
8726,mañana,madrugador,si,primaria,si,si,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,casa,no
8727,noche,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
8728,mañana,nocturno,si,primaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,clasica,no,casa,no
8729,noche,nocturno,no,universitaria,si,no,no,sin mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
8730,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,pop,si,casa,si
8731,noche,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,no,ordenada,clasica,si,salir,si
8732,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,clasica,si,salir,si
8733,mañana,nocturno,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,salir,si
8734,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,clasica,no,casa,no
8735,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,si,no,no,ordenada,pop,no,casa,no
8736,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,ordenada,rock,si,salir,si
8737,noche,madrugador,si,primaria,no,si,si,con mascotas,cocinar,no,si,no,ordenada,reggaeton,si,salir,no
8738,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,si,si,ordenada,rock,no,salir,si
8739,noche,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8740,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
8741,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,si,casa,no
8742,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,no,casa,si
8743,mañana,nocturno,no,primaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,salir,no
8744,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,si,casa,no
8745,noche,nocturno,si,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,salir,si
8746,mañana,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,salir,si
8747,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8748,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,pop,si,salir,si
8749,noche,nocturno,no,universitaria,si,no,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8750,mañana,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,si,no,no,ordenada,rock,si,casa,no
8751,mañana,madrugador,si,universitaria,no,si,no,sin mascotas,cocinar,no,no,no,relajada,pop,si,casa,no
8752,noche,nocturno,si,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,casa,no
8753,mañana,madrugador,si,universitaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
8754,noche,madrugador,si,universitaria,no,si,si,sin mascotas,pedir comida,no,no,no,relajada,pop,no,casa,no
8755,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
8756,noche,nocturno,no,universitaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,si,salir,si
8757,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
8758,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,no
8759,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8760,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
8761,mañana,nocturno,no,secundaria,no,si,no,con mascotas,cocinar,no,no,si,relajada,reggaeton,si,casa,si
8762,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8763,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,si,casa,si
8764,mañana,madrugador,si,primaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
8765,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,salir,no
8766,mañana,madrugador,si,secundaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,rock,no,salir,no
8767,noche,madrugador,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
8768,mañana,madrugador,si,primaria,si,si,si,con mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
8769,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,rock,no,salir,si
8770,noche,nocturno,si,secundaria,no,no,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,no,salir,si
8771,mañana,nocturno,si,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,ordenada,rock,si,casa,no
8772,noche,nocturno,si,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,no,salir,si
8773,noche,madrugador,no,secundaria,si,si,si,sin mascotas,pedir comida,si,si,no,relajada,pop,si,salir,si
8774,mañana,madrugador,no,primaria,si,si,no,sin mascotas,cocinar,no,si,no,relajada,reggaeton,si,salir,si
8775,mañana,madrugador,si,primaria,no,no,no,sin mascotas,cocinar,no,si,no,ordenada,rock,si,casa,si
8776,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,salir,no
8777,noche,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,no
8778,noche,nocturno,si,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8779,noche,nocturno,no,primaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8780,noche,nocturno,no,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
8781,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,pop,no,salir,no
8782,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,casa,si
8783,noche,nocturno,si,primaria,no,no,no,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
8784,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
8785,noche,nocturno,no,secundaria,no,si,no,con mascotas,cocinar,no,si,si,relajada,reggaeton,si,salir,si
8786,noche,nocturno,no,primaria,si,si,no,sin mascotas,pedir comida,si,si,no,ordenada,rock,no,casa,si
8787,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8788,mañana,madrugador,si,primaria,no,no,si,sin mascotas,pedir comida,si,no,no,ordenada,rock,no,casa,no
8789,noche,nocturno,si,universitaria,si,no,no,con mascotas,pedir comida,no,no,no,relajada,reggaeton,no,salir,si
8790,mañana,madrugador,si,primaria,si,no,si,con mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,no
8791,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,si,casa,no
8792,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,no,si,no,ordenada,clasica,si,salir,si
8793,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,no
8794,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,ordenada,clasica,si,salir,si
8795,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,si
8796,noche,nocturno,si,secundaria,si,si,no,sin mascotas,pedir comida,si,si,si,ordenada,clasica,si,casa,si
8797,mañana,madrugador,si,primaria,no,no,no,con mascotas,cocinar,no,no,si,ordenada,rock,no,salir,si
8798,noche,nocturno,no,primaria,no,si,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,si,salir,no
8799,noche,nocturno,si,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,si
8800,mañana,madrugador,si,secundaria,no,no,si,con mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
8801,noche,madrugador,no,universitaria,si,si,no,con mascotas,cocinar,si,si,si,ordenada,clasica,no,salir,no
8802,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,si
8803,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,si,no,si,ordenada,clasica,si,casa,si
8804,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,si,casa,no
8805,mañana,nocturno,si,primaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,salir,si
8806,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8807,noche,madrugador,no,secundaria,si,no,no,con mascotas,pedir comida,no,si,si,ordenada,reggaeton,si,salir,no
8808,mañana,nocturno,si,universitaria,si,no,si,con mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,no
8809,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,rock,si,salir,si
8810,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
8811,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
8812,noche,nocturno,si,secundaria,si,si,si,sin mascotas,pedir comida,no,si,si,relajada,rock,si,salir,si
8813,mañana,nocturno,si,primaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,salir,si
8814,noche,madrugador,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,no
8815,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,relajada,clasica,si,casa,si
8816,mañana,madrugador,si,secundaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8817,noche,nocturno,si,primaria,no,si,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
8818,mañana,madrugador,no,universitaria,no,no,no,sin mascotas,cocinar,si,no,no,ordenada,pop,no,salir,no
8819,noche,madrugador,si,universitaria,no,si,si,sin mascotas,cocinar,si,no,no,relajada,pop,no,casa,no
8820,noche,nocturno,si,secundaria,si,no,si,con mascotas,pedir comida,no,no,si,ordenada,reggaeton,si,casa,si
8821,mañana,nocturno,no,secundaria,no,no,no,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,no
8822,mañana,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,no
8823,noche,nocturno,si,secundaria,si,no,no,sin mascotas,cocinar,si,si,si,ordenada,reggaeton,si,casa,si
8824,mañana,madrugador,no,primaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,reggaeton,si,casa,no
8825,noche,nocturno,si,primaria,no,no,si,con mascotas,cocinar,si,no,si,ordenada,reggaeton,no,casa,no
8826,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,clasica,si,salir,si
8827,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
8828,mañana,madrugador,si,universitaria,no,si,no,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,no
8829,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,si,casa,no
8830,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,no,si,ordenada,reggaeton,si,casa,no
8831,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,clasica,si,salir,si
8832,noche,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,si
8833,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,si
8834,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,no
8835,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8836,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,si,no,relajada,clasica,no,salir,no
8837,mañana,nocturno,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,si,ordenada,reggaeton,no,casa,no
8838,mañana,madrugador,si,universitaria,no,si,si,sin mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,no
8839,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
8840,noche,madrugador,no,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,casa,si
8841,mañana,madrugador,no,universitaria,no,si,si,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,no
8842,mañana,nocturno,si,universitaria,no,no,no,sin mascotas,cocinar,si,no,no,relajada,pop,si,salir,no
8843,mañana,madrugador,si,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8844,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8845,noche,nocturno,si,secundaria,si,no,no,con mascotas,pedir comida,no,si,si,ordenada,reggaeton,si,salir,si
8846,noche,nocturno,no,universitaria,no,si,si,con mascotas,cocinar,si,si,si,ordenada,pop,si,salir,no
8847,mañana,madrugador,no,primaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
8848,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,no
8849,noche,nocturno,si,secundaria,no,si,no,con mascotas,cocinar,si,si,no,relajada,reggaeton,si,salir,si
8850,noche,madrugador,si,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,no
8851,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8852,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,no
8853,mañana,madrugador,no,universitaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8854,noche,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,pop,no,casa,si
8855,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,relajada,pop,no,casa,no
8856,mañana,madrugador,si,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,si
8857,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,si,salir,no
8858,noche,nocturno,si,secundaria,si,no,si,sin mascotas,cocinar,no,si,si,ordenada,clasica,no,salir,no
8859,noche,nocturno,si,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,no
8860,noche,nocturno,no,secundaria,si,no,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
8861,noche,nocturno,si,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8862,mañana,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,si,no,no,ordenada,pop,no,casa,no
8863,mañana,nocturno,si,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,no
8864,mañana,madrugador,si,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
8865,mañana,madrugador,si,primaria,si,no,si,con mascotas,cocinar,no,si,no,ordenada,rock,no,casa,si
8866,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,no,salir,si
8867,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,no
8868,noche,madrugador,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,rock,si,salir,si
8869,noche,madrugador,si,primaria,no,no,si,con mascotas,pedir comida,si,si,si,ordenada,rock,no,salir,no
8870,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8871,mañana,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,no,salir,si
8872,noche,madrugador,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
8873,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
8874,mañana,madrugador,no,primaria,no,no,no,con mascotas,pedir comida,no,no,no,ordenada,clasica,si,casa,no
8875,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
8876,noche,nocturno,si,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
8877,mañana,madrugador,si,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,no
8878,noche,madrugador,si,primaria,si,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,casa,no
8879,noche,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,relajada,rock,no,casa,no
8880,noche,madrugador,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8881,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
8882,noche,nocturno,no,secundaria,si,si,no,sin mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
8883,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,si,no,no,relajada,clasica,no,casa,no
8884,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,si,casa,no
8885,noche,madrugador,si,primaria,no,no,si,con mascotas,cocinar,si,no,no,ordenada,rock,si,casa,no
8886,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
8887,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,no,relajada,reggaeton,no,salir,si
8888,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,si,casa,no
8889,mañana,nocturno,si,primaria,no,no,no,con mascotas,cocinar,no,si,si,ordenada,rock,no,casa,no
8890,mañana,madrugador,no,universitaria,si,no,si,con mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
8891,mañana,madrugador,si,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
8892,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,no,si,no,relajada,clasica,si,salir,si
8893,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8894,mañana,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
8895,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,si,no,no,relajada,clasica,si,salir,si
8896,mañana,nocturno,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,relajada,rock,no,salir,si
8897,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,si,no,ordenada,rock,si,casa,no
8898,mañana,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,no,no,no,relajada,rock,si,salir,no
8899,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8900,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,no,salir,si
8901,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,si,casa,no
8902,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8903,mañana,madrugador,si,primaria,si,no,no,sin mascotas,cocinar,no,no,no,relajada,pop,si,salir,no
8904,mañana,nocturno,si,secundaria,si,no,si,sin mascotas,pedir comida,no,no,si,relajada,pop,si,casa,no
8905,noche,madrugador,no,secundaria,si,si,si,con mascotas,cocinar,si,no,si,relajada,reggaeton,si,salir,si
8906,mañana,madrugador,no,primaria,no,no,no,sin mascotas,cocinar,si,no,no,relajada,rock,no,casa,no
8907,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,si
8908,noche,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
8909,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,no
8910,mañana,madrugador,si,secundaria,no,no,si,con mascotas,cocinar,no,no,si,ordenada,rock,si,casa,no
8911,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
8912,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,clasica,no,casa,no
8913,mañana,nocturno,si,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
8914,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,si,ordenada,pop,no,casa,no
8915,mañana,nocturno,si,primaria,no,no,si,con mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,no
8916,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
8917,noche,nocturno,si,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,si
8918,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,ordenada,clasica,si,salir,si
8919,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,no,si,ordenada,clasica,si,salir,si
8920,mañana,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
8921,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,clasica,no,casa,no
